DATE,GASREGW
2016-09-01,2.2185000000000000
2016-10-01,2.2494000000000000
2016-11-01,2.1815000000000000
2016-12-01,2.2542500000000000
2017-01-01,2.3490000000000000
2017-02-01,2.3040000000000000
2017-03-01,2.3250000000000000
2017-04-01,2.4172500000000000
2017-05-01,2.3914000000000000
2017-06-01,2.3465000000000000
2017-07-01,2.2998000000000000
2017-08-01,2.3802500000000000
2017-09-01,2.6452500000000000
2017-10-01,2.5050000000000000
2017-11-01,2.5635000000000000
2017-12-01,2.4767500000000000
2018-01-01,2.5546000000000000
2018-02-01,2.5872500000000000
2018-03-01,2.5912500000000000
2018-04-01,2.7570000000000000
2018-05-01,2.9007500000000000
2018-06-01,2.8907500000000000
2018-07-01,2.8486000000000000
2018-08-01,2.8357500000000000
2018-09-01,2.8355000000000000
2018-10-01,2.8600000000000000
2018-11-01,2.6472500000000000
2018-12-01,2.3656000000000000
2019-01-01,2.2477500000000000
2019-02-01,2.3092500000000000
2019-03-01,2.5160000000000000
2019-04-01,2.7984000000000000
2019-05-01,2.8592500000000000
2019-06-01,2.7157500000000000
2019-07-01,2.7400000000000000
2019-08-01,2.6210000000000000
2019-09-01,2.5922000000000000
2019-10-01,2.6270000000000000
2019-11-01,2.5977500000000000
2019-12-01,2.5550000000000000
2020-01-01,2.5477500000000000
2020-02-01,2.4420000000000000
2020-03-01,2.2342000000000000
2020-04-01,1.8405000000000000
2020-05-01,1.8695000000000000
2020-06-01,2.0822000000000000
2020-07-01,2.1832500000000000
2020-08-01,2.1824000000000000
2020-09-01,2.1827500000000000
2020-10-01,2.1580000000000000
2020-11-01,2.1082000000000000
2020-12-01,2.1952500000000000
2021-01-01,2.3342500000000000
2021-02-01,2.5010000000000000
2021-03-01,2.8104000000000000
2021-04-01,2.8582500000000000
2021-05-01,2.9852000000000000
2021-06-01,3.0637500000000000
2021-07-01,3.1360000000000000
2021-08-01,3.1578000000000000
2021-09-01,3.1750000000000000
2021-10-01,3.2905000000000000
2021-11-01,3.3948000000000000
2021-12-01,3.3065000000000000
2022-01-01,3.3146000000000000
2022-02-01,3.5172500000000000
2022-03-01,4.2217500000000000
2022-04-01,4.1085000000000000
2022-05-01,4.4436000000000000
2022-06-01,4.9290000000000000
2022-07-01,4.5592500000000000
2022-08-01,3.9750000000000000
2022-09-01,3.7002500000000000
2022-10-01,3.8152000000000000
2022-11-01,3.6850000000000000
2022-12-01,3.2100000000000000
2023-01-01,3.3392000000000000
2023-02-01,3.3887500000000000
2023-03-01,3.4220000000000000
2023-04-01,3.6030000000000000
2023-05-01,3.5548000000000000
2023-06-01,3.5710000000000000
2023-07-01,3.5970000000000000
2023-08-01,3.8397500000000000
2023-09-01,3.8360000000000000
2023-10-01,3.6128000000000000
2023-11-01,3.3180000000000000
